TU_ID	Gene_name	Start	End	Strand	Expression_E	Description
1149	rnc-era-recO-pdxJ-acpS	2700396	2704000	-	7,972239873	rnc-era-recO-pdxJ-acpS
1148	rnc-era	2702259	2704000	-	9,92205304	rnc-era
1150	lepAB	2704113	2706973	-	10,40460933	lepAB
1151	rseABC	2707100	2709409	-	16,78778803	rseABC
1152	rpoE-rseABC	2707100	2709864	-	41,55849011	rpoE-rseABC
1154	rseD-rpoE-rseABC	2707100	2709963	-	40,1655606	rseD-rpoE-rseABC
1157	nadB	2710135	2711819	+	0,270754371	nadB
1159	grcA	2715844	2716283	-	102,4487472	grcA
1161	ung	2716516	2717220	+	6,345919889	ung
1162	trxC	2718453	2718931	+	3,816926827	trxC
1163	patZ	2719709	2722390	+	0,993162719	patZ
1164	rrsG-gltW-rrlG-rrfG	2725847	2731109	-	69971,05619	rrsG-gltW-rrlG-rrfG
1166	clpB	2731378	2733982	-	12,27180994	clpB
1167	ryfD	2733931	2734072	-	4,48157664	ryfD
1168	bamD	2735784	2736660	+	55,78576865	bamD
1170	raiA	2736882	2737272	+	264,5460779	raiA
1171	pheLA	2737357	2738717	+	6,115312566	pheLA
1172	aroF-tyrA	2738690	2740978	-	2,213179483	aroF-tyrA
1173	yfiR-dgcN-yfiB	2741602	2743884	+	1,961095099	yfiR-dgcN-yfiB
1174	rpsP-rimM-trmD-rplS	2743961	2746031	-	262,7296622	rpsP-rimM-trmD-rplS
1175	ffh	2745987	2747630	-	7,075616007	ffh
1176	grpE	2749893	2750524	-	44,56887961	grpE
1177	recN	2751537	2753233	+	1,930954665	recN
1178	bamE	2753264	2753723	+	19,82169976	bamE
1179	ssrA	2755364	2755732	+	1522,94985	ssrA
1180	rnlAB	2765672	2767132	+	3,740308702	rnlAB
1181	rnlA	2765684	2766768	+	4,201234853	rnlA
1182	rnlB	2766485	2767132	+	14,47861927	rnlB
2165	ypjM_1M_2	2772614	2772935	-	0,351954287	ypjM_1M_2
1184	ypjB	2783416	2784595	-	0,010041002	ypjB
1185	csiD-lhgO-gabDTP	2788705	2795430	+	0,092310911	csiD-lhgO-gabDTP
1186	gabDTP	2790690	2795430	+	0,179324895	gabDTP
1188	kbp	2796115	2796591	-	4,096354667	kbp
1190	yqaE-kbp	2796115	2796862	-	2,83217062	yqaE-kbp
1189	yqaE	2796648	2796862	-	0,7557327	yqaE
1191	stpA	2797869	2798313	-	9,684684685	stpA
1194	alaE	2798862	2799390	+	0,533791727	alaE
1196	ygaC	2799428	2800367	-	1,740786613	ygaC
1195	ygaM	2799899	2800252	+	3,749729026	ygaM
1197	nrdHIEF	2800434	2804238	+	0,877084724	nrdHIEF
1198	proVWX	2804533	2807901	+	130,5321655	proVWX
1201	mprA-emrAB	2810525	2813931	+	3,46472475	mprA-emrAB
1203	luxS	2813996	2814842	-	36,80181245	luxS
1202	micA	2814580	2814650	+	11,06877945	micA
1205	serV-argVYZQ	2817562	2818474	-	11,88005138	serV-argVYZQ
2128	argQ	2817562	2817637	-	5,895082392	argQ
1206	csrA	2818739	2819150	-	167,5961071	csrA
1211	alaS	2819159	2821867	-	30,62666981	alaS
1212	recAX	2821917	2823596	-	17,4642906	recAX
1213	recA	2822448	2823596	-	25,27566349	recA
1214	pncC	2823627	2824171	-	3,900482709	pncC
1215	srlAEBD-gutM-srlR-gutQ	2825569	2830555	+	3,018726347	srlAEBD-gutM-srlR-gutQ
1216	srlR	2828638	2829597	+	3,197388306	srlR
1217	norR	2830553	2832084	-	0,307259086	norR
1218	norVW	2832217	2834822	+	0,117006402	norVW
1219	hypF	2834951	2837882	-	0,48584101	hypF
1221	hydN-hypF	2834951	2837909	-	0,178992108	hydN-hypF
1222	ascFB	2839207	2842191	+	0,296823348	ascFB
1223	ascB	2840720	2842191	+	0,371819842	ascB
1224	hycABCDEFGHI	2842255	2850238	-	0,091939715	hycABCDEFGHI
1225	hypABCDE	2850405	2854098	+	0,37999854	hypABCDE
1226	hypABCDE-fhlA	2850405	2856193	+	0,349099946	hypABCDE-fhlA
1227	hypBCDE	2850617	2854098	+	0,403127938	hypBCDE
1228	hypBCDE-fhlA	2850617	2856193	+	0,362367997	hypBCDE-fhlA
1229	ygbA	2856231	2856605	-	0,573540698	ygbA
1230	mutS	2856797	2859431	+	1,476452984	mutS
1231	ygbK	2861975	2863278	+	0,204077311	ygbK
1232	rpoS	2866337	2867895	-	116,0164741	rpoS
1237	nlpD-rpoS	2866337	2868559	-	84,78277828	nlpD-rpoS
1239	umpG-pcm	2868671	2870463	-	3,439010447	umpG-pcm
1240	cysDNC	2873012	2876145	-	0,195517517	cysDNC
1241	cas2	2878347	2878692	-	0,530560584	cas2
1242	casABCDE12	2878347	2884096	-	0,267744162	casABCDE12
2168	casDE12	2878347	2880825	-	0,370652209	casDE12
1243	cysJIH	2887356	2891741	-	0,142011048	cysJIH
2127	cysH	2887356	2888089	-	0,164331852	cysH
1244	eno	2906421	2908623	-	184,448683	eno
1250	pyrG-eno	2906421	2909490	-	150,5480613	pyrG-eno
1253	mazEFG	2909672	2911145	-	12,10975334	mazEFG
1256	relA-mazEF	2910534	2914054	-	11,94119318	relA-mazEF
1255	relA	2911195	2914095	-	12,27643678	relA
1259	rlmD	2913477	2914820	-	2,528603739	rlmD
2082	gudPXD	2917823	2921877	-	0,114916107	gudPXD
1260	csrB	2923944	2924301	-	759,7106042	csrB
1261	queF	2925099	2925973	+	3,962101275	queF
1262	fucAO	2931643	2933631	-	0,541967128	fucAO
1263	fucPIKUR	2933897	2939876	+	0,813887657	fucPIKUR
2121	fucR	2939146	2939876	+	2,540195182	fucR
1264	gcvA	2941428	2942416	-	0,971677545	gcvA
1265	gcvB	2942474	2942677	+	672,3245586	gcvB
1266	metZWV	2947160	2947533	+	16,41286863	metZWV
1268	argA	2948934	2950350	+	0,323180392	argA
1270	ptrA-recBD	2950413	2958788	-	1,471502803	ptrA-recBD
1269	ptrA	2955774	2958788	-	1,999699802	ptrA
1271	recC	2958838	2962284	-	1,176497981	recC
1272	ppdAB-ygdB-ppdC-recC	2958838	2963997	-	0,826050843	ppdAB-ygdB-ppdC-recC
1273	thyA	2964098	2965031	-	9,835655332	thyA
1274	lgt-thyA	2964098	2965898	-	6,834059226	lgt-thyA
1275	lgt	2964844	2965898	-	4,993680056	lgt
1276	rppH-ptsP	2965966	2968770	-	6,950102715	rppH-ptsP
1277	omrA	2975880	2975966	-	0,269509634	omrA
1278	omrB	2976082	2976162	-	0,217975457	omrB
1279	galR	2976347	2977407	+	5,371853725	galR
1281	lysA	2977415	2978728	-	0,683875663	lysA
1280	lysR	2978728	2979733	+	0,802379298	lysR
1283	araE-ygeA	2979721	2981985	-	0,754234697	araE-ygeA
1282	araE	2980542	2981985	-	0,395335791	araE
1284	ygeH	2991657	2993247	+	0,011227379	ygeH
1285	glyU	2998762	2998841	-	0,225244947	glyU
1286	xdhABC	3000043	3003745	+	0,382495948	xdhABC
1288	ygeV	3003786	3005624	-	1,24523993	ygeV
1289	ygfK-ssnA	3015770	3020266	+	0,085919271	ygfK-ssnA
1290	ssnA	3018728	3020299	+	0,056501764	ssnA
1292	dsbC-recJ-prfB	3034962	3039410	-	12,67117486	dsbC-recJ-prfB
1294	xerD-dsbC-recJ	3036151	3039628	-	5,285735214	xerD-dsbC-recJ
1291	dsbC	3037890	3038611	-	9,298997021	dsbC
1293	fldB	3039600	3040153	+	6,155087811	fldB
1295	sdhE-ygfX	3040194	3040876	-	8,510744939	sdhE-ygfX
1296	ygfZ	3041060	3042070	+	3,182513113	ygfZ
1297	gcvTHP	3045904	3050549	-	17,40191301	gcvTHP
2125	gcvP	3045904	3048818	-	10,8262369	gcvP
1298	ygfB-pepP-ubiHI	3050826	3055250	-	4,771343175	ygfB-pepP-ubiHI
1299	ssrS-fau	3055537	3056566	+	39,87172012	ssrS-fau
1300	ssrS	3055537	3056060	+	71,63479924	ssrS
1303	sibC	3056629	3056768	+	1,421951046	sibC
1304	serA	3056956	3058233	-	13,05847037	serA
1306	rpiA	3058422	3059130	-	13,06096275	rpiA
1307	argP	3059508	3060457	+	3,444198076	argP
1308	yggE	3067118	3067903	-	26,75796178	yggE
1310	argO	3067951	3068613	-	0,462123583	argO
1311	mscS	3068725	3069648	-	3,857199942	mscS
1313	pgk-fbaA	3069943	3072512	-	184,6226807	pgk-fbaA
1319	epd-pgk-fbaA	3069943	3073600	-	50,60790886	epd-pgk-fbaA
1312	pgk	3071209	3072512	-	159,7735994	pgk
1318	epd-pgk	3071209	3073600	-	36,91715208	epd-pgk
2105	fumE-yggC	3073754	3074972	-	2,104418452	fumE-yggC
1320	tktA	3079422	3081484	-	46,91466735	tktA
1321	loiP	3081670	3082448	+	4,014490146	loiP
1322	speB	3082655	3083723	-	5,177780738	speB
1323	speAB	3082655	3085825	-	11,53704323	speAB
1324	metK	3086355	3087637	+	11,86206216	metK
1325	galP	3088033	3089455	+	6,312957104	galP
1326	endA	3090053	3090900	+	1,517119244	endA
1330	rdgB-yggW	3096398	3098180	+	2,73532023	rdgB-yggW
1331	ansB	3099432	3100528	-	10,10888078	ansB
1333	yggN	3100682	3101575	-	13,42889138	yggN
1336	mutY-yggX-mltC-nupG	3102766	3106747	+	11,50766139	mutY-yggX-mltC-nupG
1337	mutY-yggX	3102766	3104145	+	13,76335509	mutY-yggX
1338	mutY-yggX-mltC	3102766	3105289	+	10,83538116	mutY-yggX-mltC
1342	yggX-mltC-nupG	3103771	3106747	+	4,52125668	yggX-mltC-nupG
1343	yggX	3103771	3104145	+	10,35138645	yggX
1344	yggX-mltC	3103771	3105289	+	4,363654104	yggX-mltC
1345	nupG	3105429	3106747	+	5,170988859	nupG
1346	speC	3106798	3108952	-	0,422985412	speC
1347	pheV	3110143	3110254	+	0,166269001	pheV
1950	pheU	3110143	3110218	+	0,244005158	pheU
1348	yghF	3111832	3112676	-	0,471473832	yghF
1349	glcDEFGBA	3119375	3127853	-	0,38514232	glcDEFGBA
2147	glcBA	3119375	3123582	-	0,589393417	glcBA
1350	glcC	3127984	3128813	+	0,843399291	glcC
1351	pitB	3134650	3136180	-	0,066480586	pitB
1352	gss	3136441	3138387	-	2,720491272	gss
1353	yghU	3138478	3139370	+	0,786600412	yghU
1354	hybOABCDEFG	3139494	3146140	-	9,833467263	hybOABCDEFG
1355	exbD	3150330	3151167	-	8,53260445	exbD
1356	exbBD	3150330	3151791	-	10,43375751	exbBD
1357	metC	3151853	3153200	+	1,576622583	metC
1358	yghB	3153307	3153999	+	1,583294333	yghB
1359	yqhD-dkgA	3155080	3157227	+	3,313310591	yqhD-dkgA
1360	dkgA	3156349	3157227	+	3,198105273	dkgA
1361	yqhG	3157323	3158353	+	0,210199195	yqhG
1362	mqsRA	3167629	3168339	-	4,369483568	mqsRA
1364	qseBC	3169579	3171610	+	2,749056294	qseBC
1366	ygiZ	3171657	3172100	-	0,040166264	ygiZ
1367	tolC-ygiABC	3177790	3181358	+	50,53353886	tolC-ygiABC
1371	zupT	3182211	3183100	+	2,742113861	zupT
1372	sroG-ribB	3184256	3184495	-	8,305720498	sroG-ribB
1373	insC-5CD-5D-5-yqiGHI	3185818	3191473	+	0,332188995	insC-5CD-5D-5-yqiGHI
1374	glgS	3191494	3191779	-	8,577777778	glgS
1376	sibD	3194499	3194642	-	3,230842096	sibD
1377	sibE	3194875	3195017	-	1,742153971	sibE
1378	ygiM-cca	3200820	3202906	+	3,369805995	ygiM-cca
1379	ygiM	3200882	3201604	+	5,730316049	ygiM
1380	bacA	3203088	3203952	-	2,096134682	bacA
1381	ttdR	3205102	3206157	-	0,495996492	ttdR
1382	ttdABT	3206202	3209264	+	0,081924748	ttdABT
1384	rpsU	3210424	3210849	+	92,48850612	rpsU
1383	rpsU-dnaG-rpoD	3210490	3214739	+	59,60123951	rpsU-dnaG-rpoD
1387	rpoD	3212251	3214739	+	46,37111468	rpoD
1391	ileX	3215375	3215450	+	0,0000000000000	ileX
1392	yqjH	3215505	3216315	-	0,49950577	yqjH
1393	yqjI	3216531	3217179	+	1,219848673	yqjI
1394	aer	3217334	3218897	-	0,193995637	aer
1395	patA	3219236	3220650	+	0,187451926	patA
1396	ebgR	3221215	3222226	+	2,222532336	ebgR
1397	ebgAC	3222329	3225948	+	1,174676645	ebgAC
1398	fadH	3231402	3233460	+	0,222863513	fadH
1399	higBA	3233506	3234257	-	0,548467298	higBA
1400	ygjR	3237060	3238074	+	1,831726053	ygjR
1401	sstT	3239641	3240965	+	2,062666237	sstT
1402	uxaCA	3241605	3244620	-	5,173244887	uxaCA
1404	exuT	3244821	3246299	+	0,621335138	exuT
1406	exuR	3246396	3247205	+	6,020939382	exuR
1407	yqjA-mzrA	3247421	3248599	+	10,00113186	yqjA-mzrA
2154	tdcBCDEFG	3258063	3262254	-	0,420023849	tdcBCDEFG
1409	tdcABCDEFG	3263451	3268069	-	0,470215095	tdcABCDEFG
1413	garPLRK-rnpB	3270936	3275910	-	55,65734118	garPLRK-rnpB
1410	rnpB	3271165	3271568	-	1879,892473	rnpB
2081	garD	3276259	3277829	+	0,265305859	garD
1414	prlF-yhaV	3277949	3278777	+	3,591652562	prlF-yhaV
1415	agaR	3278833	3279679	-	3,782786798	agaR
1416	kbaZ-agaVWA	3279843	3282601	+	0,266181941	kbaZ-agaVWA
1417	agaS-kbaY-agaBCDI	3282866	3288001	+	0,126305941	agaS-kbaY-agaBCDI
1418	yraP	3297049	3297960	+	13,39736553	yraP
1420	yraR	3299188	3299873	-	0,507946149	yraR
1421	yhbTS	3301232	3302277	-	23,09856459	yhbTS
1423	mtr	3305550	3306908	-	1,91089838	mtr
1425	yrbN-deaD	3306948	3309062	-	38,0279364	yrbN-deaD
1427	pnp	3309976	3312302	-	47,98097064	pnp
1428	rpsO-pnp	3309976	3312762	-	70,14288711	rpsO-pnp
1431	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319273	-	129,5710803	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1426	sraG	3312160	3312374	+	4,820662835	sraG
1429	rpsO	3312349	3312762	-	202,0690834	rpsO
1430	rimP-nusA-infB	3314319	3319151	-	45,15981047	rimP-nusA-infB
1432	metY-rimP-nusA-infB	3314319	3319273	-	44,20258787	metY-rimP-nusA-infB
1433	metY	3319008	3319273	-	9,208805031	metY
1438	argG	3319539	3320956	+	2,118836004	argG
1440	secG-leuU	3323012	3323563	-	77,20387175	secG-leuU
1439	leuU	3323049	3323254	-	44,04428907	leuU
1442	rlmE-ftsH	3325919	3328736	-	96,3506094	rlmE-ftsH
1443	yhbY	3328736	3329059	+	27,12983431	yhbY
1445	greA	3329783	3329829	-	0,420289855	greA
1448	rplU-rpmA-yhbE-obgE	3331559	3334492	-	66,27977641	rplU-rpmA-yhbE-obgE
1447	rplU-rpmA	3333839	3334492	-	265,8781003	rplU-rpmA
1449	sfsB	3335835	3336163	+	2,540003043	sfsB
1450	ibaG-murA	3336212	3337809	-	15,73951027	ibaG-murA
1451	ibaG	3337526	3337862	-	15,84401404	ibaG
1452	mlaFEDCB	3337940	3341108	-	32,45191498	mlaFEDCB
1455	yrbG-kdsD	3341188	3343228	+	2,705260437	yrbG-kdsD
1456	yrbG-kdsDC-lptCAB	3341188	3345645	+	6,176029027	yrbG-kdsDC-lptCAB
1457	kdsC-lptCAB	3342696	3345645	+	22,80479259	kdsC-lptCAB
1460	lptAB	3344276	3345645	+	28,89457025	lptAB
1462	lptB-rpoN-hpf-ptsN-rapZ	3344373	3348945	+	10,87301399	lptB-rpoN-hpf-ptsN-rapZ
1463	rpoN-hpf-ptsN-rapZ-npr	3345639	3349265	+	10,05581216	rpoN-hpf-ptsN-rapZ-npr
1464	yrbL	3349398	3350060	+	23,71778987	yrbL
1465	arcZ	3351554	3351673	+	4,163832886	arcZ
1466	arcB	3351666	3354025	-	4,018362448	arcB
1467	gltBDF	3355486	3362916	+	1,598287321	gltBDF
1468	nanATEK-yhcH	3369991	3374596	-	11,76960487	nanATEK-yhcH
1469	nanA	3373660	3374596	-	42,21152516	nanA
1470	dcuD	3375743	3377212	+	0,431359201	dcuD
1472	sspAB	3377226	3378545	-	16,86853572	sspAB
1473	rplM-rpsI	3378733	3379648	-	278,6831394	rplM-rpsI
1474	yhcB	3381159	3381565	+	28,16106413	yhcB
1475	degQS	3381631	3384243	+	2,042692856	degQS
1476	degQ	3381675	3383154	+	5,957178274	degQ
1478	degS	3383150	3384292	+	2,488155385	degS
1479	mdh	3384307	3385289	-	157,4395791	mdh
1481	argR	3385654	3386149	+	16,73872054	argR
1483	aaeXAB	3387198	3390406	-	0,327066585	aaeXAB
1484	aaeR	3390473	3391425	+	1,343699341	aaeR
1485	mreBCD	3399364	3402332	-	17,31603774	mreBCD
2144	mreCD	3399364	3400954	-	3,000815117	mreCD
1486	mreB	3400982	3402332	-	28,70320988	mreB
1491	accBC	3406149	3408278	+	99,24268044	accBC
1493	yhdT-panF-prmA	3408328	3411018	+	2,601845967	yhdT-panF-prmA
1494	dusB-fis	3411223	3412602	+	19,94448566	dusB-fis
1495	acrEF	3414679	3419153	+	0,125159611	acrEF
1496	yhdWXYZ	3419949	3424170	+	0,16323015	yhdWXYZ
1881	rrsE-gltV-rrlE-rrfE	3424645	3429831	-	71810,73441	rrsE-gltV-rrlE-rrfE
1880	purHD	3430176	3433160	+	0,241973442	purHD
1879	zraSR	3433158	3435897	-	0,526034485	zraSR
1878	zraP	3436091	3436539	+	0,554305894	zraP
1877	hupA	3437202	3437626	-	142,1887655	hupA
1875	rsd	3440849	3441470	+	5,51798175	rsd
1874	sroH	3447316	3447475	+	0,440856149	sroH
1873	yjaZ	3447454	3448049	-	0,866274063	yjaZ
1870	rplKAJL-rpoBC	3448190	3459448	-	145,8505892	rplKAJL-rpoBC
1871	rplJL-rpoBC	3448190	3458179	-	128,7998409	rplJL-rpoBC
1872	rpoBC	3448190	3456739	-	65,03242917	rpoBC
2091	rplL	3456878	3457242	-	532,2876688	rplL
1869	secE-nusG	3459447	3460625	-	23,45518702	secE-nusG
1868	thrU-tyrU-glyT-thrT-tufB	3460618	3462421	-	332,1402434	thrU-tyrU-glyT-thrT-tufB
1867	coaA	3462696	3463726	+	4,130243865	coaA
1863	rrsB-gltT-rrlB-rrfB	3466000	3471318	-	70782,81729	rrsB-gltT-rrlB-rrfB
2139	rrlB-rrfB	3466000	3469161	-	84387,04461	rrlB-rrfB
1862	btuB-murI	3471518	3474403	-	4,680685897	btuB-murI
1861	trmA	3474508	3475665	+	3,789953721	trmA
1860	sthA	3477001	3478412	+	18,3414874	sthA
1859	oxyR	3478396	3479345	-	3,653659013	oxyR
1858	oxyS	3479409	3479517	+	0,381469895	oxyS
1855	argCBH	3479580	3482917	-	0,33040659	argCBH
1856	argE	3482906	3484106	+	5,592777778	argE
1854	ppc	3484613	3487355	+	10,36951621	ppc
1853	katG	3501788	3503990	-	4,884373817	katG
1852	metF	3504297	3505256	-	0,228209096	metF
1851	metBL	3505536	3509166	-	0,665391378	metBL
1848	metJ	3509337	3509724	+	22,10163652	metJ
1847	rpmE	3510578	3510894	-	236,9414682	rpmE
1846	cytR	3513294	3514371	+	5,871942208	cytR
1845	hslVU	3515449	3517434	+	7,15642159	hslVU
1843	menA-rraA	3517405	3518957	+	19,23367698	menA-rraA
1842	rraA	3518445	3518957	+	18,08129315	rraA
1841	glpFKX	3519642	3523275	+	41,48981191	glpFKX
1840	fpr	3523304	3524076	+	4,644642735	fpr
1839	yiiS-uspD	3524082	3524933	-	3,604341376	yiiS-uspD
1837	tpiA	3526279	3527062	+	65,24861643	tpiA
1836	cdh	3527073	3527895	-	1,870997372	cdh
1834	pfkA	3529289	3530328	-	41,57715752	pfkA
1833	cpxPQ	3531424	3532017	-	6,979831211	cpxPQ
1832	cpxRA	3532117	3534200	+	6,926318307	cpxRA
1831	sodA	3536373	3537043	-	156,415745	sodA
1830	rhaT	3537237	3538311	+	0,184931448	rhaT
1829	rhaSR	3538309	3540091	-	0,164835331	rhaSR
1828	rhaBAD	3540331	3544354	+	0,049456541	rhaBAD
1827	rhaD	3543418	3544354	+	0,114966284	rhaD
1826	yihXY-dtd-yiiD	3559365	3562254	-	4,791318395	yihXY-dtd-yiiD
1823	glnALG	3579581	3583933	+	23,15364583	glnALG
1822	glnA	3579696	3581812	+	44,42989918	glnA
1821	glnLG	3581432	3583933	+	1,162654142	glnLG
1820	hemN	3584385	3585859	-	2,562858736	hemN
1819	yihI	3585947	3586494	-	5,727459442	yihI
1818	csrC	3586523	3586766	-	77,13493459	csrC
1817	spf	3587796	3587903	-	0,553937912	spf
1816	polA	3588051	3590862	-	6,522317135	polA
1815	yihG	3591151	3592132	+	0,796736513	yihG
1813	srkA-dsbA	3593759	3595411	-	9,014042247	srkA-dsbA
1814	dsbA	3593759	3594425	-	15,47906666	dsbA
1811	yihD	3595465	3595753	-	2,489987933	yihD
1810	mobAB	3595682	3596896	+	2,900878638	mobAB
1808	rrsA-ileT-alaT-rrlA-rrfA	3597167	3602446	-	72531,83191	rrsA-ileT-alaT-rrlA-rrfA
2145	rrlA-rrfA	3597167	3600283	-	32090,15295	rrlA-rrfA
1807	pepQ-yigZ-trkH-hemG	3602650	3606655	-	5,568820773	pepQ-yigZ-trkH-hemG
1806	fadBA	3606790	3610193	+	0,650583257	fadBA
1804	fre	3610575	3611359	-	13,94515306	fre
1802	tatABCD	3613467	3615893	-	8,616252509	tatABCD
1803	tatABC	3614266	3615893	-	11,99500731	tatABC
1801	esrE	3617574	3617824	-	8,755362911	esrE
1800	udp	3620611	3621411	-	118,07824	udp
1799	ysgA	3621460	3622448	+	1,174903253	ysgA
1798	metE	3622489	3624918	-	0,70502857	metE
1796	metR	3624948	3625939	+	0,865119408	metR
1795	recQ	3630040	3631966	-	0,962370772	recQ
1794	pldA	3631967	3632988	-	2,753323448	pldA
1793	yigI	3633079	3633572	+	0,980949314	yigI
1792	corA	3635427	3636608	-	5,244651625	corA
1790	uvrD	3637626	3639895	-	2,446892904	uvrD
1789	yifL-dapF-yigA-xerC-yigB	3639904	3643310	-	2,732374709	yifL-dapF-yigA-xerC-yigB
1786	cyaA	3644104	3647028	-	14,04046968	cyaA
1785	glmZ	3651200	3651370	-	47,14918881	glmZ
1784	aslB	3653610	3655021	-	0,146711437	aslB
1783	argX-hisR-leuT-proM	3654962	3655438	-	4,512331054	argX-hisR-leuT-proM
1782	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM	3657107	3670002	-	2,392678791	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM
1776	rhoL-rho	3670127	3671640	-	52,34903395	rhoL-rho
1777	rhoL	3670927	3671640	-	168,3749416	rhoL
1774	trxA	3671713	3672115	-	96,89303483	trxA
1773	rep	3675105	3677155	-	1,506186802	rep
1772	ppiC	3677962	3678270	+	4,751970392	ppiC
1771	ilvC	3678358	3679890	-	1,689582388	ilvC
1770	ilvY	3679936	3680919	+	0,538462581	ilvY
1760	ilvLXG_1G_2MEDA	3680680	3687512	-	3,87202381	ilvLXG_1G_2MEDA
1766	ilvEDA	3680680	3685414	-	1,821081538	ilvEDA
1768	ilvA	3680680	3682567	-	0,968203498	ilvA
1762	ilvL	3687332	3687512	-	8,927777778	ilvL
1759	hdfR	3689782	3690674	+	2,254454273	hdfR
1757	rrsC-gltU-rrlC-rrfC	3690736	3696169	-	71345,54457	rrsC-gltU-rrlC-rrfC
1756	rbsDACBKR	3698584	3704480	-	17,53313012	rbsDACBKR
1752	kup	3704619	3706537	-	2,956378172	kup
1753	ravA-viaA	3706675	3709650	+	1,47556218	ravA-viaA
1751	asnA	3709656	3710673	-	1,281253181	asnA
1748	asnC	3710772	3711257	+	1,346742119	asnC
1749	asnC-mioC	3710772	3711790	+	8,035476175	asnC-mioC
1750	asnC-mioC-mnmG	3710772	3714097	+	8,053036457	asnC-mioC-mnmG
1747	mioC	3711328	3711790	+	16,23773001	mioC
1746	mnmG-rsmG	3712129	3714745	+	7,746125456	mnmG-rsmG
1745	atpIBEFHAGDC	3715278	3722294	+	81,05969707	atpIBEFHAGDC
1743	atpBEFHAGDC	3715669	3722294	+	234,7130566	atpBEFHAGDC
1741	glmUS	3722580	3725992	+	45,01426338	glmUS
1738	pstSCAB-phoU	3726235	3730949	+	55,18750714	pstSCAB-phoU
1739	pstS	3726235	3727359	+	122,4714012	pstS
1740	pstSCA	3726235	3729307	+	59,66382775	pstSCA
1737	pstCAB-phoU	3727261	3730949	+	36,48910853	pstCAB-phoU
1735	pstB-phoU	3729247	3730949	+	125,3403839	pstB-phoU
1734	phoU	3730138	3730949	+	57,8689802	phoU
1732	bglG	3731086	3732166	+	0,875617284	bglG
1730	bglGFB	3731106	3735553	+	1,11775729	bglGFB
1729	yieEF	3742585	3743973	-	2,719161542	yieEF
1727	tnaCAB	3753028	3753125	-	31,25747625	tnaCAB
1728	tnaC	3753028	3753125	-	31,25747625	tnaC
1724	rpmH-rnpA	3756685	3757299	-	86,04560261	rpmH-rnpA
1722	dnaAN-recF	3757655	3761388	+	16,79810697	dnaAN-recF
1718	dnaN-recF	3758804	3761388	+	15,16021672	dnaN-recF
1716	recF	3759676	3761388	+	13,9711838	recF
1715	gyrB	3761387	3763831	+	9,847815303	gyrB
1714	yidQ	3773477	3773992	-	4,267688213	yidQ
1713	ibpAB	3774019	3775067	+	1,265933751	ibpAB
1712	ibpB	3774556	3775067	+	0,965070965	ibpB
1711	yidL	3780361	3781283	-	0,131466152	yidL
1710	emrD	3786431	3787691	-	0,49004269	emrD
1709	tisB	3787848	3788199	-	2,535897	tisB
1707	istR	3788345	3788418	+	0,0000000000000	istR
1705	ivbL-ilvBN	3788514	3790790	+	3,112748039	ivbL-ilvBN
1706	ivbL	3788514	3788701	+	22,36163575	ivbL
1704	uhpT	3794339	3795760	+	0,793526091	uhpT
1703	adeD	3795807	3797626	-	0,478320731	adeD
1702	nepI	3799766	3800987	+	0,206469204	nepI
1701	nlpA	3801520	3802361	+	0,928203716	nlpA
1700	yicJI	3804873	3809317	+	0,207483083	yicJI
1699	selC	3805221	3805338	-	0,200966367	selC
1698	yicH	3809371	3811105	-	1,514769832	yicH
1697	rpoZ-spoT-trmH-recG	3814246	3819459	-	4,237061048	rpoZ-spoT-trmH-recG
1696	gmk	3819486	3820148	-	7,776397751	gmk
1695	dinD	3822953	3823837	-	1,012620984	dinD
1694	yicC	3823934	3824891	-	8,320847309	yicC
1692	rph-pyrE	3824957	3826440	+	1,780720076	rph-pyrE
1693	rph	3824957	3825729	+	3,097548045	rph
1691	dut-slmA	3826447	3827684	-	9,45168579	dut-slmA
1690	dfp	3827586	3828833	-	3,890826986	dfp
1688	yicR-rpmBG-mutM	3828960	3831193	+	63,4303548	yicR-rpmBG-mutM
1689	yicR-rpmBG	3828960	3830327	+	102,4740594	yicR-rpmBG
1686	rpmBG-mutM	3829542	3831193	+	85,5832475	rpmBG-mutM
1687	rpmBG	3829542	3830327	+	177,877068	rpmBG
1685	mutM	3830362	3831193	+	1,776537345	mutM
1683	waaA-coaD	3831233	3833020	-	1,604797477	waaA-coaD
1682	waaA	3831720	3833020	-	4,440769231	waaA
1681	rirA-waaQGPSBOJYZU	3833299	3843297	+	1,963339437	rirA-waaQGPSBOJYZU
1680	waaQGPSBOJYZU	3833357	3843297	+	1,974793237	waaQGPSBOJYZU
1679	waaYZ	3840401	3842191	+	1,05065538	waaYZ
2138	waaZU	3841341	3843297	+	0,899057425	waaZU
1675	rfaD-waaFCL	3843330	3847597	-	15,13772362	rfaD-waaFCL
1674	kbl-tdh	3848960	3851216	+	14,02421984	kbl-tdh
1673	waaH	3851388	3852489	+	0,235684425	waaH
1670	gpmM-envC-yibQ	3852477	3856301	-	17,66875872	gpmM-envC-yibQ
